Flow	%O2	%CO2	BP	ECG	SpO2	FeO2	FeCO2	MCA	PCA	Volume	VT	Fb	VI	VE	FIO2	FICO2	PETCO2	PETO2	VO2	VCO2	RER	PO2	PCO2	MAP	MCAv	PCAv	HR	Systolic	Diastolic	Barometric Pressure	Water Vapour Pressure	 	 
Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Time	Cmt Text
L/s	%O2	%CO2	mmHg	V	%	%O2	%CO2	cm/s	cm/s	L	L	BPM	L/min	L/min	%CO2	V	mmHg	mmHg	L/min	L/min	 	mmHg	mmHg	mmHg	cm/s	cm/s	BPM	mmHg	mmHg	mmHg	mmHg	s	 
0.01061221864	21.04096112	-0.03106661697	0.1875	-1.894171911	0.46875	21.42208481	0.1274069697	0.0625	-0.03125	8.5972e-005	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	140.6091614	-0.2076070011	0.1156250015	0	#NUM!	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.005	 
0.006822140887	21.04096112	-0.02773843123	0.15625	-1.858780332	0.40625	21.42208481	0.1274069697	0.15625	0.09375	0.000515834603	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	140.6091614	-0.1853659302	0.1114130467	-0.02500000037	0.01041666698	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.055	 
0.01137023512	21.07166273	-0.03439480271	0.1875	-1.84568997	0.46875	21.42208481	0.1274069697	0.0625	-0.03125	0.001504517626	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	140.8143311	-0.2298480868	0.126953125	-0.0223214291	-0.02884615399	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.17	 
0.01288626622	21.04096112	-0.03106661697	0.15625	-2.132511702	0.4375	21.42208481	0.1274069697	-0.03125	-0.03125	0.002192297019	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	140.6091614	-0.2076070011	0.112499997	-0.01875000075	-0.03515625	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.25	 
0.01212824974	21.04096112	-0.02773843123	0.21875	-2.135082173	0.40625	21.42208481	0.1274069697	0.03125	0.03125	0.003481883556	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	140.6091614	-0.1853659302	0.1187499985	-0.02430555597	-0.03515625	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.4	 
0.007580156438	21.01025951	-0.02773843123	0.1875	-1.932966984	0.40625	21.42208481	0.1274069697	0	-0.0625	0.004126676824	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	140.404007	-0.1853659302	0.1180555522	-0.04062499851	-0.03860294074	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.475	 
0.01212824974	21.10236434	-0.02773843123	0.15625	-1.87172789	0.4375	21.42208481	0.1274069697	0	0.03125	0.004513552878	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	141.0194855	-0.1853659302	0.106250003	0.01953125	-0.03860294074	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.52	 
0.01061221864	21.07166273	-0.03439480271	0.1875	-1.870823465	0.4375	21.42208481	0.1274069697	-0.0625	-0.125	0.004956639372	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	140.8143311	-0.2298480868	0.121710524	-0.006250000093	-0.02812499925	#NUM!	#NUM!	#NUM!	715.2639771	#NUM!	0.57	 
