Flow	%O2	%CO2	BP	ECG	SpO2	FeO2	FeCO2	MCA	PCA	Volume	VT	Fb	VI	VE	FIO2	FICO2	PETCO2	PETO2	VO2	VCO2	RER	PO2	PCO2	MAP	MCAv	PCAv	HR	Ambient Temp	Humidity	Barometric Pressure	Water Vapour Pressure	 	Water Vapour Pressure
Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Time	Cmt Text
L/s	%O2	%CO2	mmHg	V	%	 	%	cm/s	cm/s	L	L	BPM	L/min	L/min	%CO2	V	mmHg	mmHg	L/min	L/min	 	mmHg	mmHg	mmHg	cm/s	cm/s	BPM	°C	%	mmHg	mmHg	s	 
0.007616875228	14.74661616	5.138322672	91.1875	-2.018649353	99.34375	17.04010099	3.194021192	41.875	33.03125	1.750392437	-1.365658522	6.764374256	10.13407516	10.03423119	20.97999954	0.03999999911	#NUM!	#NUM!	0.3303134441	0.2510894537	0.7601551414	100.9809952	35.18589783	94.47855377	53.30500793	39.77296066	62.56915283	26.79999924	20	731.7739868	5.280827045	501.7030794	 
0.006855187938	14.47348409	5.19311674	69.1875	-2.018958762	99.34375	16.84949297	3.092480721	42.3125	30.5	1.360445261	-1.298490524	6.814310074	9.706776619	9.576068878	20.97999954	0.03999999911	36.06875992	98.69503021	0.3356113434	0.2318980396	0.6909719706	99.11065674	35.56111145	90.83892059	51.51684952	36.85309601	57.83889008	26.79999924	20	731.7739868	5.280827045	510.5730794	 
0.01828049868	14.29139604	5.244687628	76.75	-2.01853035	99.46875	16.9682324	3.281983576	47.125	35.28125	1.278307199	-1.146075487	7.97342205	10.0247221	9.927957535	20.97999954	0.03999999911	36.06875992	97.03250122	0.3321398497	0.2553601563	0.76883322	97.86376953	35.91425705	93.60221863	54.32885361	40.6769371	55.84251404	26.79999924	20	731.7739868	5.280827045	519.3780794	 
0.02742075175	14.23070002	5.19311674	108.78125	-2.018792157	99.25	17.05884932	3.169226426	64.1875	48.71875	1.057937264	-1.461223602	6.655573845	10.6688242	10.56291103	20.97999954	0.03999999911	35.62733078	97.03250122	0.3462799788	0.2622403204	0.7573071718	97.44812775	35.56111145	99.79059601	55.03403854	44.1835022	56.78407669	26.79999924	20	731.7739868	5.280827045	526.9030794	 
0.01599543728	14.32174404	5.177000838	70.25	-2.018577951	99.5	17.02760211	3.2158642	45.34375	37.9375	1.53456831	-1.594804287	5.689900398	9.954660416	9.857738495	20.97999954	0.03999999911	36.1791153	97.03250122	0.3252869844	0.2483819723	0.7635779381	98.07157898	35.45075607	90.22689819	58.16478729	46.4291153	59.57394409	26.79999924	20	731.7739868	5.280827045	535.9180794	 
0.01523375046	14.170004	5.244687628	76.34375	-2.01891116	98.40625	17.19008763	2.845123412	52.15625	41.9375	1.699373007	-1.389214993	6.182380199	9.421922684	9.30588913	20.97999954	0.03999999911	36.1791153	96.20124054	0.2991636992	0.2070938796	0.692242682	97.03250122	35.91425705	91.03125	57.63536453	45.74206924	60.04831314	26.79999924	20	731.7739868	5.280827045	546.4630794	start forcing baseline
0.0144720627	13.38095578	5.33493668	82.90625	-2.018720755	98.5	17.19008763	2.814425131	65.3125	46.90625	1.378357053	-1.669827223	4.991680622	9.143925667	9.027849197	20.97999954	0.03999999911	36.6646843	91.00585938	0.2908096313	0.1987061948	0.6832861304	91.62930298	36.53225708	89.60892487	59.15021133	45.27961349	57.77023315	26.79999924	20	731.7739868	5.280827045	556.1680794	start forcing baseline
0.003808437614	13.07747569	5.40584665	84.84375	-2.018339945	98.3125	16.89011436	3.246562482	64.78125	47.28125	1.64361012	-1.69609642	6.319115162	11.75766754	11.6276226	20.97999954	0.03999999911	37.08404541	89.34333801	0.3989919424	0.2958044112	0.7413794398	89.55114746	37.0178299	86.9465332	58.38689041	45.01493835	58.62678909	26.79999924	20	731.7739868	5.280827045	568.1880794	start forcing baseline
0.0144720627	14.23070002	5.167331297	74.96875	-2.018601752	98.28125	16.53077137	3.260140568	45.84375	33.0625	1.597216725	-1.739586234	5.110732555	9.753118515	9.603666306	20.97999954	0.03999999911	37.10611725	89.13552094	0.3639237881	0.2453366965	0.6741430759	97.44812775	35.38454056	92.81983185	56.19848633	42.18450165	61.1673851	26.79999924	20	731.7739868	5.280827045	577.6830794	start forcing baseline
0.01371037588	14.59487612	5.283365793	125.34375	-2.017578324	98.5	16.65888495	2.767197005	43.21875	33	1.853858829	-1.78765893	5.527406693	10.83977985	10.62534618	20.97999954	0.03999999911	36.31154251	99.52628326	0.4000090361	0.2298611701	0.5746399164	99.94191742	36.1791153	86.47370148	56.57352829	43.42763901	59.5528183	26.79999924	20	731.7739868	5.280827045	589.4230794	start forcing baseline
0.01294868719	14.89835621	5.26402671	126.8125	-2.018030536	98.28125	17.83065557	2.565887118	49.15625	54.03125	1.778573155	-1.815114021	5.035669327	10.02710342	9.948570251	20.97999954	0.03999999911	36.31154251	99.31846619	0.2616815567	0.1993677467	0.7618715763	102.0200729	36.04668427	90.20709229	56.44698334	42.29223251	60.70452881	26.79999924	20	731.7739868	5.280827045	600.2780794	start forcing baseline
0.006855187938	14.92870421	5.341383041	111.375	-2.019030164	98.5	18.03688719	2.475563328	69.53125	53.25	1.884873152	-1.604174972	6.696428776	11.78445148	11.70920563	20.97999954	0.03999999911	36.62054443	101.1888123	0.2859703302	0.2262640744	0.7912151814	102.2278824	36.57640076	96.92029572	60.04227829	45.51898575	64.40357971	26.79999924	20	731.7739868	5.280827045	612.1930794	start forcing baseline
0.009140249342	14.68592015	5.167331297	82.875	-2.017982935	99.46875	18.29936381	2.340963169	56.1875	44.4375	1.549874306	-1.631477952	5.911330223	10.57988167	10.5292654	20.97999954	0.03999999911	36.62054443	100.1497345	0.232385993	0.1922233105	0.8271725178	100.565361	35.38454056	90.7558136	55.78026962	44.08687973	62.29175949	26.79999924	20	731.7739868	5.280827045	621.1530794	start forcing baseline
