Flow	%O2	%CO2	BP	ECG	SpO2	FeO2	FeCO2	MCA	PCA	Volume	VT	Fb	VI	VE	FIO2	FICO2	PETCO2	PETO2	VO2	VCO2	RER	PO2	PCO2	MAP	MCAv	PCAv	HR	Ambient Temp	Humidity	Barometric Pressure	Water Vapour Pressure	 	Water Vapour Pressure
Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Time	Cmt Text
L/s	%O2	%CO2	mmHg	V	%	 	%	cm/s	cm/s	L	L	BPM	L/min	L/min	%O2	%CO2	mmHg	mmHg	L/min	L/min	 	mmHg	mmHg	mmHg	cm/s	cm/s	BPM	°C	%	mmHg	mmHg	s	 
-0.1133773625	21.00125467	0.04987356582	0.15625	-2.019006363	0.40625	21.01819622	0.01368515066	0	-0.03125	3.11140275	-3.001398802	22.30483246	74.23349762	74.24466705	20.97999954	0.03999999911	#NUM!	#NUM!	-0.02396392822	-0.01524596568	0.6362047791	141.464035	0.335947305	0.1276041716	-0.005208333489	-0.0078125	13.17994022	24.20000076	20	720.5979614	4.512007236	220.21	 
-0.003804609412	20.97078639	0.05315739865	0.125	-2.01888736	0.40625	21.00879138	-0.01033535822	0	-0.0625	3.10477519	-2.969937563	24.79338837	81.65081024	81.62854004	20.97999954	0.03999999911	#NUM!	#NUM!	-0.01469707489	-0.03207727522	2.182561874	141.2587891	0.3580671847	0.1154891327	-0.007211538497	-0.01041666698	38.5700264	24.20000076	20	720.5979614	4.512007236	222.9	 
-0.01065290626	21.00125467	0.06300889712	0.15625	-2.01926817	0.375	21.00879138	0.01122150873	0	-0.0625	3.109713078	-3.015705585	21.39037514	71.52940369	71.52941132	20.97999954	0.03999999911	#NUM!	#NUM!	-0.01607608795	-0.0160672199	0.999448359	141.464035	0.424426645	0.1213235259	-0.0078125	-0.02403846197	29.26293755	24.20000076	20	720.5979614	4.512007236	225.32	 
-0.1506625265	21.00125467	0.04987356582	0.09375	-2.018197141	0.40625	21.00879138	0.01183741921	0.03125	-0.0625	3.105667353	-3.015732527	21.4285717	71.65777588	71.65834045	20.97999954	0.03999999911	#NUM!	#NUM!	-0.01619529724	-0.01575151831	0.9725982547	141.464035	0.335947305	0.1130952388	0.006250000093	-0.008928571828	31.55632401	24.20000076	20	720.5979614	4.512007236	228.125	 
-0.09815891832	21.03172294	0.05315739865	0.125	-2.017697327	0.40625	21.01819622	-0.02080583644	-0.03125	0	3.10233736	-3.004485607	22.68431091	75.57410431	75.55247498	20.97999954	0.03999999911	#NUM!	#NUM!	-0.01898384094	-0.03586442396	1.889207959	141.6692505	0.3580671847	0.1182065234	0.01875000075	-0.01093749981	42.83317947	24.20000076	20	720.5979614	4.512007236	230.925	 
-0.1179428846	20.97078639	0.05315739865	0.125	-2.018673154	0.40625	21.00879138	0.0001351200128	-0.0625	-0.125	3.10829854	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	141.2587891	0.3580671847	0.1328125	-0.02083333395	-0.01875000075	14.2241087	24.20000076	20	720.5979614	4.512007236	233.57	 
0.01826212369	21.06219122	0.05644123147	0.0625	-2.01891116	0.4375	21.02133117	0.005062403885	0	0	8.956724167	-0.001650002785	5.733397007	0.01048996393	0.01049081329	20.97999954	0.03999999911	#NUM!	#NUM!	-3.5237e-006	-2.8606e-006	0.8118132949	141.8744812	0.3801870048	0.08680555224	0.006250000093	0.04374999925	54.55703735	24.20000076	20	720.5979614	4.512007236	888.2649428	 
0.009891984053	21.00125467	0.06300889712	0.125	-2.019101566	0.40625	21.01506127	0.02292380792	-0.03125	-0.09375	6.282074451	-0.001488207025	7.384615421	0.01218620595	0.01218898036	20.97999954	0.03999999911	#NUM!	#NUM!	-3.7900e-006	-1.6237e-006	0.4284239411	141.464035	0.424426645	0.1029411778	-0.03532608598	-0.01450892817	60.27511215	24.20000076	20	720.5979614	4.512007236	898.7299428	N2
0.01521843765	21.09265949	0.05644123147	0.125	-2.018792157	0.40625	21.01819622	0.02477153937	0	0	11.14328861	-0.001644040341	11.57184219	0.02109561861	0.02110175416	20.97999954	0.03999999911	#NUM!	#NUM!	-7.2962e-006	-2.5063e-006	0.3435051739	142.0797272	0.3801870048	0.1145833358	-0.03750000149	-0.02309782617	302.4666748	24.20000076	20	720.5979614	4.512007236	906.8549428	N2
0.01521843765	21.03172294	0.04987356582	0.09375	-2.018815958	0.40625	21.00879138	-0.009103537247	-0.125	-0.09375	6.486532688	4.6113e-005	4.987531185	-0.0002550276404	-0.0002549620694	20.97999954	0.03999999911	#NUM!	#NUM!	4.6555e-008	9.7739e-008	2.099418879	141.6692505	0.335947305	0.09375	-0.01953125	-0.02951388806	64.12059784	24.20000076	20	720.5979614	4.512007236	912.0399428	O2
-0.1369659305	21.00125467	0.06300889712	0.15625	-2.01781633	0.4375	21.00879138	0.03647383857	0.09375	-0.03125	3.688253641	-0.003622237593	6.472491741	0.02599714883	0.0260054674	20.97999954	0.03999999911	#NUM!	#NUM!	-7.2066e-006	-7.1314e-007	0.09895715863	141.464035	0.424426645	0.1116071418	-0.002083333442	-0.01093749981	39.07217789	24.20000076	20	720.5979614	4.512007236	924.0699428	O2
