Flow	%O2	%CO2	BP	ECG	SpO2	FeO2	FeCO2	MCA	PCA	Volume	VT	Fb	VI	VE	FIO2	FICO2	PETCO2	PETO2	VO2	VCO2	RER	PO2	PCO2	MAP	MCAv	PCAv	HR	Systolic	Diastolic	Barometric Pressure	Water Vapour Pressure	 	 
Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Time	Cmt Text
L/s	%O2	%CO2	mmHg	V	%	%O2	%CO2	cm/s	cm/s	L	L	BPM	L/min	L/min	%O2	%CO2	mmHg	mmHg	L/min	L/min	 	mmHg	mmHg	mmHg	cm/s	cm/s	BPM	mmHg	mmHg	mmHg	mmHg	s	 
-0.001477550017	14.25786164	5.887949524	134.1875	-2.018673154	98.21875	19.33082581	1.692703605	40.3125	36.96875	-0.01210672688	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	96.25796509	39.75084305	97.46905518	50.65262604	27.16610909	58.72273254	134.2550201	75.96459198	722.1220093	517.1550293	708.7566093	 
-0.002216324909	14.10327457	5.91123524	135.15625	-2.017959134	98.28125	19.33082581	1.692703605	45.84375	40.4375	-0.01303139608	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	#NUM!	#NUM!	#NUM!	#NUM!	#NUM!	95.21430969	39.90805054	98.83933258	50.97137833	34.4867897	79.03614044	135.1799316	76.59214783	722.1220093	528.958374	709.7816093	 
-0.0007387750084	14.31969647	5.811439317	135.875	-2.019506177	98.375	19.32585716	1.696903706	45.25	38.9375	-0.01393490285	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	96.67542267	39.23430634	98.94689178	50.0684433	25.79822159	62.20603561	135.891922	77.34366608	722.1220093	540.0404663	710.8066093	 
-0.0007387750084	20.03941806	0.5455411289	134.9375	-2.019482376	98.3125	19.28737259	1.730209231	76.46875	37.34375	-0.01479131728	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	135.2905121	3.683068037	100.443779	49.86533356	33.43983078	94.36713409	134.9425049	80.30979919	722.1220093	552.6005249	711.8216093	 
-0.0007387750084	20.44134445	0.1130921305	135.1875	-2.018696955	98.375	19.25049019	1.762415528	69.125	36.59375	-0.01571730897	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	138.0040283	0.7635098696	100.443779	54.0008316	29.07709694	88.46138763	135.28125	83.57904053	722.1220093	578.1149292	712.7866093	 
0	20.50317927	0.1164186613	135.1875	-2.019006363	98.5	19.25029755	1.762583256	69.28125	36.5625	-0.0157206431	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	138.4214783	0.7859680057	102.9358139	54.0008316	29.07709694	88.46138763	135.28125	83.57904053	722.1220093	578.1149292	712.7916093	 
0	20.50317927	0.0765002922	140.28125	-2.019006363	98.25	19.21452141	1.793590426	72.0625	32.5625	-0.01652187482	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	138.4214783	0.5164703131	106.1788101	53.34779358	32.68452454	83.24385071	140.2859344	85.26999664	722.1220093	636.2751465	713.7166093	 
-0.001477550017	20.5650141	0.0765002922	143.15625	-2.01779253	98.28125	19.17828369	1.82470572	45.875	38.625	-0.01739417762	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	138.8389282	0.5164703131	107.34375	53.34779358	32.24207687	55.62742233	143.2089844	84.65615845	722.1220093	659.4591675	714.6516093	 
0	15.74189752	3.729031063	143.125	-2.018006735	98.25	19.13957787	1.857550979	36.0625	22.71875	-0.01823257655	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	106.2770157	25.17551041	105.9602432	52.34447861	23.63585091	54.1293335	143.1875	82.09742737	722.1220093	639.3270264	715.6616093	 
-0.001477550017	14.1651094	5.714969925	142.6875	-2.018363745	98.34375	19.09976387	1.890846491	36.96875	22.53125	-0.01915875264	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	95.6317749	38.58301926	103.7804031	50.91117859	22.3995533	229.9183807	142.7180176	80.03035736	722.1220093	618.9761963	716.7266093	 
-0.001477550017	13.9486875	5.91123524	141.09375	-2.017602124	99.21875	19.06009483	1.924267292	36.96875	22.5625	-0.02017976902	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	94.17066193	39.90805054	102.1022339	51.17661285	23.66015625	233.3556366	141.2265625	77.86347198	722.1220093	589.1652222	717.8366093	 
-0.0007387750084	13.73226561	6.030990347	139.3125	-2.018554151	99.21875	19.02241516	1.956147552	36.46875	21.1875	-0.0211077258	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	92.70954132	40.71654129	100.700058	52.07200623	23.0519371	218.4701996	139.3350372	76.23750305	722.1220093	560.8594971	718.9416093	 
0	13.54676112	6.104174023	137.75	-2.017007108	99.25	18.98677063	1.986347198	34.46875	18.625	-0.02206680179	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	91.45716858	41.21062469	98.66387939	52.31235504	21.78850937	72.4848938	137.7679138	76.29839325	722.1220093	548.2119751	720.0366093	 
-0.0007387750084	13.48492629	6.154071985	136.1875	-2.017578324	99.25	18.95378876	2.014671087	36.46875	19.625	-0.02294012345	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.56995392	90.41351318	#NUM!	#NUM!	#NUM!	91.03970337	41.54749298	98.40336609	52.270298	27.91903496	57.35377502	136.2372589	76.30361938	722.1220093	535.6095581	721.1016093	 
-0.001477550017	18.86455633	1.936030985	135.28125	-2.016507294	99.46875	18.92167854	2.043134212	36.625	28.1875	-0.02386817895	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	127.3587799	13.07057095	97.86258698	52.81383133	26.89802551	87.55690765	135.2846069	76.89402771	722.1220093	531.9023438	722.1866093	 
-0.0007387750084	20.44134445	0.1629900919	132.40625	-2.019291971	99.40625	18.89154434	2.071087837	71.15625	40.5625	-0.0247554481	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	138.0040283	1.10038197	98.58930969	53.45669556	32.29302597	83.75728607	132.4078979	78.59285736	722.1220093	519.7834473	723.2316093	 
-0.0007387750084	20.53409669	0.05986763841	133.75	-2.019053964	99.53125	18.86301041	2.097525597	82.375	39.84375	-0.02555793338	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	138.6302032	0.4041796029	100.6203232	57.15114975	32.29302597	61.93389511	133.7647247	80.84229279	722.1220093	546.1713867	724.2166093	 
0.0007387750084	20.47226186	0.06319416917	136.8125	-2.017863932	99.375	18.83573723	2.122570992	79.15625	42	-0.02633666992	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	138.212738	0.4266377687	103.7846298	57.15114975	33.83699036	57.87869644	136.8614044	82.01976013	722.1220093	581.2545166	725.1516093	 
-0.002216324909	20.47226186	0.05654110766	140.15625	-2.01707851	99.53125	18.80755234	2.148294449	38.96875	31.65625	-0.02723876946	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	138.212738	0.381721437	104.0024033	56.38222122	30.09465408	53.12604904	140.2536011	80.96779633	722.1220093	603.8820801	726.1216093	 
-0.001477550017	15.68006269	3.735684125	140.4375	-2.018149539	99.53125	18.77750778	2.175053835	39	39.96875	-0.02799270302	#NUM!	#NUM!	#NUM!	#NUM!	20.97999954	0.03999999911	41.61486816	90.41351318	#NUM!	#NUM!	#NUM!	105.8595581	25.22042656	103.4152756	53.06348038	35.1905632	54.71591187	140.5532379	79.52603912	722.1220093	595.7757568	727.1616093	 
