bins,Time_mean,stage,SpO2_mean,SpO2_sem,MAP_mean,MAP_sem,MCAv_mean,MCAv_sem,PCAv_mean,PCAv_sem,HR_mean,HR_sem,nBeats,FeCO2_mean,FeCO2_sem,Volume_mean,Volume_sem,VT_mean,VT_sem,Fb_mean,Fb_sem,VI_mean,VI_sem,VE_mean,VE_sem,PETCO2_mean,PETCO2_sem,PETO2_mean,PETO2_sem,VO2_mean,VO2_sem,VCO2_mean,VCO2_sem,RER_mean,RER_sem,PO2_mean,PO2_sem,PCO2_mean,PCO2_sem,Barometric.Pressure_mean,Barometric.Pressure_sem,nBreaths
"(-205.9,-190.9]",-198.4547843,bl,97.5,0.1,90,0.6,57.7,0.6,48.7,0.8,71.5,1.8,19,3.967536211,NA,1.6,0.1,-1.5,0,7,0.3,11.7,0.2,11.6,0.1,45.4,0,88.6,0.3,0.288,0,0.209,0,0.727,0,89.4,0.4,45.3,0.1,722.1220093,NA,2
"(229.1,244.1]",236.848549,2,99.3,0,98.9,0.7,59.3,0.6,54.7,0.5,69.5,1.8,17,4.854160786,NA,1.7,0.1,-1.8,0,8.1,1.7,16.1,3.2,14.1,2.3,46.9,0.5,335.8,0.9,2,1,0,0,0,0,342.9,0.7,45.8,0.3,722.1220093,NA,2
"(469.1,484.1]",476.540299,4,99.4,0,104.2,0.8,66.2,0.8,60.6,0.7,81.2,3.5,18,5.903850079,0.045312405,2,0,-2.1,0.2,8.3,0.7,19.5,0.2,19.2,0.1,49.8,0.3,331.8,0.5,0,0,0,0,1,0,333.4,0,49,0.1,722.1220093,0,2
"(604.1,619.1]",611.131674,6,99.4,0,102.7,1.1,77,1,69,0.8,74.1,4.3,18,7.104110957,0.025809049,2.5,0.1,-2.2,0.1,8.2,0.1,20.1,1.6,18.8,2.2,52.2,0.1,338.5,4.5,1,0,0,0,0,0,341.5,3.8,51.9,0.1,722.1220093,0,2
