bins,Time_mean,stage,SpO2_mean,SpO2_sem,MAP_mean,MAP_sem,MCAv_mean,MCAv_sem,PCAv_mean,PCAv_sem,HR_mean,HR_sem,nBeats,FeCO2_mean,FeCO2_sem,Volume_mean,Volume_sem,VT_mean,VT_sem,Fb_mean,Fb_sem,VI_mean,VI_sem,VE_mean,VE_sem,PETCO2_mean,PETCO2_sem,PETO2_mean,PETO2_sem,VO2_mean,VO2_sem,VCO2_mean,VCO2_sem,RER_mean,RER_sem,PO2_mean,PO2_sem,PCO2_mean,PCO2_sem,Barometric.Pressure_mean,Barometric.Pressure_sem,nBreaths
"(992.5,1008]",999.8556455,bl,97.2,0.1,81,0.9,68.3,0.5,50.7,0.4,69.2,1.2,10,3.7,NA,1.9,NA,-1.9,NA,4.3,NA,8.8,NA,8.7,NA,42.7,NA,87.5,NA,0.441,NA,0.323,NA,0.732426304,NA,88.1,NA,42.5,NA,731.8,NA,1
"(1623,1638]",1629.560008,2,98.4,0,89.5,0.6,82.4,0.6,60.8,0.3,67.8,1,14,5.2,0,2.6,0,-2.6,0.1,6.7,0.3,19,0.1,36.4,0.7,45.4,0,352.4,5,-12,0,2,0,0,0,354.7,3.3,45.2,0,731.8,0,2
"(1818,1833]",1824.842868,4,98.4,0.1,92.9,0.6,95.8,0.7,67.6,0.5,72.9,1.1,18,6.1,0,3.2,0.1,-3,0.2,8,0.4,26.6,0.6,47.6,1.4,47.7,0,324.9,1.4,-14,1,2,0,0,0,329.6,3.1,47.3,0.3,731.8,0,2
"(1983,1998]",1990.120303,6,98.4,0,92.4,0.8,106,0.9,73.2,0.5,71,1.2,17,6.6,0.1,3.4,0.1,-3.4,0,8.1,0.3,30.4,1.1,59.1,1.9,49.9,0,346.2,0.2,-20,1,3,0,0,0,348.8,2.2,49.4,0.3,731.8,0,1
