bins,Time_mean,stage,SpO2_mean,SpO2_sem,MAP_mean,MAP_sem,MCAv_mean,MCAv_sem,PCAv_mean,PCAv_sem,HR_mean,HR_sem,nBeats,FeCO2_mean,FeCO2_sem,Volume_mean,Volume_sem,VT_mean,VT_sem,Fb_mean,Fb_sem,VI_mean,VI_sem,VE_mean,VE_sem,PETCO2_mean,PETCO2_sem,PETO2_mean,PETO2_sem,VO2_mean,VO2_sem,VCO2_mean,VCO2_sem,RER_mean,RER_sem,PO2_mean,PO2_sem,PCO2_mean,PCO2_sem,Barometric.Pressure_mean,Barometric.Pressure_sem,nBreaths
"(60.01,75.01]",65.86349533,bl,7.3,1.1,7.3,1,4.2,0.7,3.1,0.5,544.5,40.1,16,3.446449113,0,2,0.6,-1.4,0.1,10,0.4,15.7,1,15.7,1,32.8,0.3,105.1,0.5,0.372,0,0.271,0,0.728494624,0,106.7,0.2,32.5,0.2,732.5,0,1
"(1005,1020]",1011.67371,2,98.5,0,96.5,1.3,59.7,1.8,44.4,1,68.6,1.6,2153,4.5,NA,2.2,NA,-2.4,NA,5.3,NA,14,NA,27.8,NA,37.2,NA,355,NA,-10,NA,1,NA,0,NA,358.8,NA,36.1,NA,732.5,NA,3
"(1170,1185]",1177.678824,4,98.4,0,95.9,0.8,72.4,1,56.8,0.7,65.4,2.4,35,5.3,0.1,2.8,0,-2.7,0,9.2,0.3,27.2,0.3,50.6,0.5,38.6,0.4,350,0.6,-16,0,2,0,0,0,351.8,0.3,37.9,0.6,732.5,0,3
"(1290,1305]",1297.937105,6,98.2,0.1,92.7,1.1,70,0.9,56.4,0.6,69.7,1.2,36,5.4,0.1,2.9,0.1,-2.9,0.1,8.5,0.3,27.6,1.1,50.8,1.9,41.7,0.5,343.1,0.5,-16,1,2,0,0,0,343.8,0.4,40.2,0.3,732.5,0,2
